,Date,Head,Text
418,19 Mar 2018,Ringgit lower against US$ on lack of demand,KUALA LUMPUR: The ringgit was lower against the US dollar early Monday on lack of demand.
419,19 Mar 2018,"65,000 outstanding traffic summonses not settled by Brunei drivers","MIRI: Settle your fines – that is the message from Miri police to the 65,000 drivers of Brunei vehicles who owe millions of ringgit in unpaid traffic summonses."
420,18 Mar 2018,Scorching heat in Johor,THE race for Chinese votes has put Johor under the spotlight.
421,17 Mar 2018,Malaysian palm oil price falls 1% on rising production outlook,"KUALA LUMPUR: Malaysian palm oil futures fell 1 percent on Friday, ending four straight days of gains on forecasts for rising production in March."
422,17 Mar 2018,Treasury Pulse,Global Forex Market
423,16 Mar 2018,BToto warns rampant illegal gambling may hurt earnings ,"KUALA LUMPUR: Berjaya Sports Toto Bhd says “rampant” illegal gambling is a challenge for the company, even as it posted a 23% jump in net profit to RM59.2mil in the third quarter ended Jan 31."
424,16 Mar 2018,"Axiata, Maxis lift KLCI, MWE jumps on privatisation",KUALA LUMPUR: Renewed fund interest in Axiata and Maxis pushed the FBM KLCI into the positive territory at the end of Friday trade while MWE jumped after its major shareholder proposed to take it private.
425,16 Mar 2018,Grab your dream home now with #HouzKEY,Innovative solution to help you own a home today.
426,16 Mar 2018,Demand for Malaysian bonds despite narrowing yields,PETALING JAYA: Malaysian bonds will continue to be in demand this year from investors despite the narrowing yield spreads from higher benchmark interest rates.
427,16 Mar 2018,KLCI eases as Asian markets slide on US developments,KUALA LUMPUR: Equity markets continued to slide on Friday as uncertainty over US President Donald Trump's administration grew following the firing of his national security advisor and a subpeona was issued for documents relating to the president's businesses.
428,16 Mar 2018,Ringgit lower against US$ on lack of demand,"KUALA LUMPUR: The ringgit was lower against the US dollar early Friday on lack of demand, a dealer said."
429,16 Mar 2018,"CIMB Research retains Add for Top Glove, higher target price",KUALA LUMPUR: CIMB Equities Research is maintaining its Add and higher target price of RM10.80 for Top Glove Corporation.
430,16 Mar 2018,"Malaysian palm oil price up for 4th day on short-covering, higher demand","KUALA LUMPUR: Malaysian palm oil futures rose for a fourth consecutive session on Thursday, hitting a one-week top on short-covering and expectations of higher demand ahead of Ramadan."
431,16 Mar 2018,Making keringkam shine again,"KUCHING: When Salliza Sideni wore a keringkam scarf for the first time as a young girl, its fine embroidery in gold thread made her feel special."
432,15 Mar 2018,"Connsumer stocks battered, Sapura Energy jumps in active trade",KUALA LUMPUR: Consumer stocks were battered on Thursday with Nestle sustaining a second day of losses on Thursday after the recent rally while Sapura Energy led penny oil and gas stocks higher in active trade.
433,15 Mar 2018,Ringgit expected to surge to 3.80 in near term,"IPOH: The ringgit is expected to surge to 3.80 against the US dollar in the near term, Datuk Seri Najib Tun Razak said."
434,15 Mar 2018,KLCI weighed down at midday as Nestle continues slide,"KUALA LUMPUR: The FBM KLCI slid for a second consecutive day, weighed down by profit-taking in Nestle and Hong Leong Bank. "
435,15 Mar 2018,Malaysian palm oil price rises to 1-week top on overnight soyoil gains,"KUALA LUMPUR: Malaysian palm oil futures hit a one-week high in trade on Wednesday, bouncing back from a more than one-and-a-half-year low earlier this week, supported by overnight gains in soyoil on the Chicago Board of Trade."
436,15 Mar 2018,Market down on elections?,"PETALING JAYA: With the general election just around the corner, the stock market is already reacting ahead of the dissolution of Parliament expected at the end of the month with voting to take place in April"
437,14 Mar 2018,"Nestle hits speed bump, weighs on KLCI","KUALA LUMPUR: Blue chips closed lower on Wednesday after Nestle, which has rallied in recent weeks to record highs, hit a speed bump amid a weaker broader market."
438,14 Mar 2018,"KLCI slides on trade fears, Nestle snaps four days of gains","KUALA LUMPUR: The local benchmark index ended the morning session lower, weighed down by Nestle as it snapped four consecutive sessions of gains."
439,14 Mar 2018,Ringgit higher against US$ on continued buying demand,"KUALA LUMPUR: The ringgit remained higher against the US dollar early Wednesday on continued buying demand for the local note, while benefiting from the fallout arising from the sudden dismissal of US Secretary of State, Rex Tillerson, a dealer said."
440,14 Mar 2018,"Trade war fears loom large again, KLCI slips early Wednesday",KUALA  LUMPUR: Blue chips fell in early Wednesday trade as investors were nervous about the looming US trade war while key Asian markets slipped with the latest speculation that US President Donald Trump is seeking to impose tariffs on up to US$60bil of Chinese imports.
441,14 Mar 2018,Malaysia less exposed to US trade war than regional peers,KUALA LUMPUR: Malaysia is less exposed to US trade risk than its regional peers amid the rising trade war rhetoric following the latest changes in US President Donald Trump’s top administration.
442,14 Mar 2018,"Malaysian palm oil price gains on stronger rival oils, improved demand","KUALA LUMPUR: Malaysian palm oil futures rose on Tuesday evening, lifted by strength in rival edible oils and as demand expectations improved, traders said."
443,14 Mar 2018,Ensuring safety at construction sites in Johor,GELANG PATAH: Johor Department of Occupational Safety and Health (DOSH) aims to reduce the number of fatalities at construction sites by ensuring safety measures were in place.
444,13 Mar 2018,Wisma Putra: Apply for appropriate visas before travelling abroad,"PETALING JAYA: Malaysians must ensure that they apply for a visa appropriate to the purpose of their visit before travelling abroad, says the Foreign Ministry."
445,13 Mar 2018,"Changing for the sake of change unwise, G25 tells Pakatan","PETALING JAYA: The G25 group of prominent Malays may have praised Pakatan Harapan's manifesto for its wide-ranging reforms and social-oriented programmes, but are concerned about some of its proposals."
446,13 Mar 2018,Malaysia’s honey hunters defy angry bees to harvest treetop treasure,"ULU MUDA: On a moonless night deep in the Malaysian rainforest, two men perched precariously on high branches use a smoking torch to draw thousands of bees from a treetop hive, braving the angry swarm to collect their prized honey."
447,13 Mar 2018,Local bourse takes a breather ahead of US inflation report,KUALA LUMPUR: The local bourse pulled back slightly by midday as caution took over global equities ahead of the US inflation report that would shed more light on the pace of US interest rate hikes this year.
448,13 Mar 2018,Ringgit makes slight gains on weak US wages data,"KUALA LUMPUR: The ringgit was higher against the US dollar today on mild buying for the local unit, following weak US wages data that pressured the greenback, a dealer said."
449,13 Mar 2018,"Blue chips steady early Tuesday as Public Bank, Sime Plantation advance","KUALA LUMPUR: Blue chips managed to snap back from the early profit taking on Tuesday on fund buying of Nestle, Public Bank and Sime Plantation."
450,13 Mar 2018,Acknowledged for excellence  ,SIBU: The Sibu Central Police Station has added another feather to its cap by winning the second prize in Category B (Police Station in Urban Area) during the Malaysia Crime Prevention Foundation’s (MCPF) annual general meeting.
451,12 Mar 2018,"Consumer, oil stocks top gainers on Monday","KUALA LUMPUR: Renewed investor confidence in riskier assets saw Bursa Malaysia closing on a firmer note on Monday, underpinned by gains in consumer stocks and oil and gas counters."
452,12 Mar 2018,"Bursa tracks lift in Asian markets, Petronas counters lead gains",KUALA LUMPUR: Asian markets experienced a strong rebound coming out of the weekend as the latest US jobs report eased fears of inflation and faster rate hikes.
453,12 Mar 2018,Analyst reports,"Sapura Energy Bhd, DRB-Hicom Bhd, Prestariang Bhd."
454,11 Mar 2018,"Irwan: Malaysia to lose RM416.6bil if GST, tolls, PTPTN, excise duty were abolished","KUALA LUMPUR: Malaysia will lose RM416.6bil in revenue if the Goods and Services Tax (GST), tolls, National Higher Education Fund Corp (PTPTN) loans and excise duty were abolished, said Ministry of Finance (MoF) Secretary-General, Tan Sri Dr Mohd Irwan Serigar Abdullah."
455,10 Mar 2018,Stateside news signals the bears,"Review: Coming into the trading week, the investment world stood aghast at US President Donald Trump’s latest big policy move to impose high tariffs on steel and aluminium imports."
456,9 Mar 2018,"Bursa closes mixed, Nestle and YTL lift KLCI","KUALA LUMPUR: Bursa Malaysia closed mixed on Friday with fund buying of Nestle, YTL and Genting Bhd propping up the FBM KLCI while oil and gas services company Sapura Energy closed at a record low."
457,9 Mar 2018,"Local index lifts on improved regional sentiment, Nestle forges ahead",KUALA LUMPUR: The local market moved cautiously ahead following positive regional sentiment of the back of a planned meeting between US President Donald Trump and North Korean leader Kim Jong Un to discuss a halt to nuclear testing.
458,9 Mar 2018,Ringgit weighed down by possibility of trade war ,"KUALA LUMPUR: The ringgit opened lower against the US dollar today against a strengthening greenback on the prospect of a full-blown trade war triggered by US President Donald Trump, said a dealer. "
459,9 Mar 2018,"KESM to post robust earnings until FY20, says CIMB Research","KUALA LUMPUR: CIMB Equities Research expects robust FY17-20F net profit compounded annual growth rate (CAGR) of 20% for burn-in tester KESM, driven by strong automotive semiconductor IC testing demand. "
460,9 Mar 2018,"CIMB Research retains Add for DRB-Hicom, target price RM2.90",KUALA LUMPUR: CIMB Equities Research is retaining its Add with a sum-of-parts based target price of RM2.90 for DRB-Hicom following its corporate exercise to dispose of non-industrial property assets. 
461,9 Mar 2018,"It's a DBKL beautification project, but residents upset at not being consulted",A MULTI-MILLION ringgit beautification project involving Jalan Scott right up until Jalan Tebing in Brickfields has irked stakeholders who claim they were not consulted before it was given the go-ahead by Kuala Lumpur City Hall (DBKL).
462,8 Mar 2018,"Broader market closes mixed, CPO falls to August 2016 low","KUALA LUMPUR: Bursa Malaysia closed mixed on Thursday but the FBM KLCI managed to post sight gains on buying of Nestle, Genting and Telekom."
463,8 Mar 2018,"Duo who allegedly robbed, molested waitress nabbed",SIBU: Two men have been arrested for allegedly robbing and molesting a pub waitress.
464,8 Mar 2018,"Stronger ringgit will not harm furniture exports, says Mah","KUALA LUMPUR: Plantation Industries and Commodities Minister Datuk Seri Mah Siew Keong has expressed confidence that the strengthening of the ringgit against the US dollar will not hamper Malaysia’s furniture exports, as the market demand is not waning."
465,8 Mar 2018,FBM KLCI ETF declares income distribution of 2.8 sen per unit,"KUALA LUMPUR: Malaysia’s first equity exchange-traded fund (etf) , FTSE Bursa Malaysia KLCI etf (FBM KLCI etf), has declared an interim income distribution of 2.8 sen per unit for the financial year ended Dec 31, 2017, said AmInvest today.  "
466,8 Mar 2018,Local market rises as policymakers move against US steel tariff plans,KUALA LUMPUR: The local bourse rebounded on Thursday amid hopeful sentiment that US plans to implement tariffs on steel and aluminium imports are still undergoing transformation.
467,8 Mar 2018,Ringgit extends slight against US dollar amid uncertainty,"KUALA LUMPUR: The ringgit opened marginally higher against the US dollar amid uncertainty over the US proposed import tariffs and the resignation of its top economic adviser, Gary Cohn, a dealer said."
468,8 Mar 2018,PublicInvest stays neutral on plantations,KUALA LUMPUR: Most industry experts hold a moderate view on 2018 curde palm oil (CPO) price outlook as they expect the recovery in Malaysia and Indonesia’s production and the strength in ringgit to put downward pressure on CPO price.
469,8 Mar 2018,News nibbles,Local news in brief.
470,7 Mar 2018," Broad market closes weaker with nearly 1,000 counters down","KUALA LUMPUR: US President Donald Trump's trade war threat loomed large over key Asian markets on Wednesday, further worsened by  a top economic advisor's resignation."
471,7 Mar 2018,"Bank Negara keeps OPR at 3.25%, expects strong economic growth in 2018",KUALA LUMPUR: The Monetary Policy Committee (MPC) of Bank Negara Malaysia has  decided to maintain the Overnight Policy Rate (OPR) at 3.25%. 
472,7 Mar 2018,"KLCI, oil prices slump on rising prospect of trade war","KUALA LUMPUR: Global equities slumped on Wednesday following the resignation of White House economic advisor Gary Cohn, and fanning fears that US steel and aluminium tariffs will proceed as planned."
473,7 Mar 2018,Senior company official in graft probe released on MACC bail,"GEORGE TOWN: A high-ranking official of a government-linked development company, who was remanded in connection with allegations of corruption involving millions of ringgit, has been released."
474,7 Mar 2018,Ringgit rises on positive regional sentiment,"KUALA LUMPUR: The ringgit opened higher against the US dollar today on positive regional sentiment and on the back of surprising news that North Korea is open to denuclearisation, said a dealer."
475,7 Mar 2018, KLCI slips early Wednesday on worries about US tariffs again,"KUALA LUMPUR: Blue chips slipped early Wednesday as worries about US tariffs again after US President Donald Trump's top economic adviser, Gary Cohn resigned, sending the US futures lower."
476,7 Mar 2018,Press Metal facing some headwinds,"KUALA LUMPUR: AmInvestment Research maintained its hold call and lowered its fair value on Press Metal Aluminium Holdings Bhd to RM3.23 from RM3.64 previously, on the back of headwinds to earnings including escalating production cost and the weakening of the US dollar against the ringgit."
477,7 Mar 2018,Bangladeshi forger made millions in M’sia,PUTRAJAYA: He first came into the country in 2005 to work in the construction sector.
478,6 Mar 2018,"Nestle, Public Bank scale to record highs again","KUALA LUMPUR: Key Asian markets rebounded on Tuesday as worries about a US trade war eased while at Bursa Malaysia, Nestle and Public Bank hit record levels again on fund buying."
479,6 Mar 2018,MARC projects Malaysia's GDP to grow 5.3% ,KUALA LUMPUR: Malaysian Rating Corp Bhd (MARC) has forecast Malaysia's gross domestic product (GDP) growth will come in at 5.3 per cent this year on the back of resilient private consumption.
480,6 Mar 2018,MARC sees stable to positive outlook for construction in 2018,"KUALA LUMPUR: The outlook for Malaysia’s corporate credit to be stable on steady economic growth and expected price recovery of key commodities, Malaysian Rating Corporation Bhd (MARC). "
481,6 Mar 2018,KLCI rebounds as resistance mounts over planned US steel tariffs,KUALA LUMPUR: The local market rebounded along with other regional markets as the US faced mounting pressure from political allies to pull back from proposed steel and aluminium tariffs.
482,6 Mar 2018,"Ringgit supported by renewed interest, rising oil prices ","KUALA LUMPUR: The ringgit opened higher against the US dollar today on renewed buying interest in the local note, as news on proposed US tariffs on aluminium and steel continued to linger over the market, said a dealer."
483,6 Mar 2018,Kenanga maintains outperform on PIE Industrial,"KUALA LUMPUR: Kenanga Research maintained outperform on PIE Industrial Bhd with an unchanged target price of RM2.10, underpinned by better earnings visibility in 2018."
484,6 Mar 2018,44 owners of mule accounts held,"KUALA LUMPUR: In a special operation nationwide, Bukit Aman detained 44 people whose bank accounts were used for fraudulent online activities that resulted in RM17.29mil losses."
485,5 Mar 2018,Wee challenges Guan Eng to debate over Penang Tunnel project,PETALING JAYA: Minister in the Prime Minister's Department Datuk Seri Dr Wee Ka Siong has challenged Penang Chief Minister Lim Guan Eng to a debate over the Penang Tunnel project
486,5 Mar 2018,"KLCI retreats 15 pts, Press Metal weighs",KUALA LUMPUR: Regional equity markets took a fall on Monday amid fears that the momentum seen in the global economy could falter if Trump started a trade war.
487,5 Mar 2018,Ringgit firms up amid spectre of trade war,"KUALA LUMPUR: The ringgit opened higher against the US dollar today on a weakening of the greenback, amid concerns of a global trade war, dealers said.  "
488,5 Mar 2018,Local bourse feels impact of Trump's steel tariff plans,KUALA LUMPUR: The local bourse started the trading week on a slide on Monday as equity markets continued to fall on the prospect of a trade war sparked off by US President Donald Trump's planned steel tariffs.
489,5 Mar 2018,Affin Hwang maintains sell on Nestle as price runs ahead of fundamentals,"KUALA LUMPUR: Nestle Malaysia Bhd's 2018 earnings are expected to be stronger on the back of a recovery in consumer spending, lower materials costs and the strengthening of the ringgit, but the share price may have run too far ahead of fundamentals."
490,5 Mar 2018,Kenanga maintains neutral on O&G sector with a positive bias,"KUALA LUMPUR: Kenanga Research maintained neutral on the oil and gas sector with a positive bias, underpinned by Petronas' FY17 earnings result which improved 27% on year on the back of better performance in both upstream and downstream segments."
491,5 Mar 2018,A clear view on the safety business,Security solutions provider looks to expand regionally as adoption of new technologies grow
492,4 Mar 2018,Keep ‘low-class’ squabbles out,"The silly season before GE14 is certainly here, but some of our politicians go way overboard."
493,3 Mar 2018,Cops tell motorists to give way to vehicles with sirens,"SIBU: Motorists are advised to give way to ambulance, fire engine and police MPV vehicles on emergency duty."
494,2 Mar 2018,JKP senior official detained in graft probe,GEORGE TOWN: A senior official of a federal government-linked housing developer was detained by the Penang Malaysian Anti-Corruption Commission (MACC) to help investigations into a graft case allegedly involving millions of ringgit. 
495,2 Mar 2018,KLCI pulls back in line with regional retreat,KUALA LUMPUR: Bursa Malaysia ended the day in the red on Friday line with the weak performance of its regional peers while ringgit edged higher against the US dollar. 
496,2 Mar 2018,Petronas' FY17 results underpinned by transformation drive,"KUALA LUMPUR: Petronas has to continue with its austerity mind-set and keep costs under control while increasing efficiencies and value, said president and CEO Tan Sri Wan Zulkiflee Wan Ariffin on the back of the announcement of the group's financial performance."
497,2 Mar 2018,"KLCI led lower by Hong Leong, steel stocks slide",KUALA LUMPUR: The FBM KLCI weighed in Friday's morning session as global markets retreated on the back of greater trade protectionism following US President Donald Trump's announcement of steel and aluminium tariffs.
498,2 Mar 2018,Ringgit rises on renewed concerns over US$,"KUALA LUMPUR: The ringgit rebounded from Thursday'ss losses to be higher against the US dollar early Friday, as investors reacted on renewed concerns over the greenback's outlook, dealers said."
499,2 Mar 2018,Bursa joins global markets in retreat on Trump's tariff plans,KUALA LUMPUR: The local bourse joined other Asian markets in the red in early Friday trade as global markets retreated from news of US President Donald Trump's planned tariffs on steel and aluminium imports.
500,2 Mar 2018,Malaysian palm oil price snaps winning streak after profit-taking,"KUALA LUMPUR: Malaysian palm oil futures snapped their winning streak on Thursday, with traders pointing to profit-taking that added to price pressure from weakness in U.S. soyoil.     "
501,2 Mar 2018,Bumper dividend from AirAsia to shareholders from leasing arm sale,"PETALING JAYA: The dust has not settled on the disposal of budget carrier AirAsia Bhd’s leasing unit Asia Aviation Capital Ltd (AAC) to BBAM Ltd Partnership for US$1.18bil (RM4.619bil), but analysts are already speculating a windfall for shareholders as huge as 60 sen to 70 sen a share."
502,1 Mar 2018,"Genting, Sime Plantation lift KLCI, AirAsia record high",KUALA LUMPUR: Genting Bhd and Sime Darby Plantation shored up the FBM KLCI on Thursday after a hesitant start amid a cautious broader market while low-cost carrier AirAsia soared to a fresh record high.
503,1 Mar 2018,KLCI regains footing after early morning retreat,"KUALA LUMPUR: The FBM KLCI returned to positive territory by midday, partially retracing losses seen in its previous session following a global retreat from equities on the back of US Fed hike fears."
504,1 Mar 2018,Ringgit continues slide on expectation of US Fed hikes,"KUALA LUMPUR: The ringgit opened lower against the US dollar today, as more investors shifted towards safe haven currencies, due to an expectation that the US Federal Reserve would raise rates four times this year rather than three, dealers said."
505,1 Mar 2018,"Inari-Amertron on multi-year earnings growth, says CIMB Research","KUALA LUMPUR: Inari-Amertron is on multi-year earnings growth, driven by expansion of its Batu Kawan plant, resilient earnings from radio frequency (RF) and new products such as iris and mixed signal tester, says CIMB Equities Research."
506,1 Mar 2018,Palm oil rises to seven-week top on weaker ringgit,"KUALA LUMPUR: Malaysian palm oil futures rose to a seven-week high in trade on Wednesday evening, extending gains into a fourth session, on support from a weaker ringgit."
507,1 Mar 2018,Taking stock of rare disease,"A letter from ASSOCIATE PROFESSOR DR ASRUL AKMAL SHAFIE and AZUWANA SUPIAN School of Pharmaceutical Sciences, Universiti Sains Malaysia, Penang  PROFESSOR THONG MEOW KEONG, Genetic Medicine Unit, University Malaya Medical Centre."
508,28 Feb 2018,Body of missing school boy found in river,"SIBU: The body of a 15-year-old school boy has been found, four days after family members reported him missing from home."
509,28 Feb 2018,"Customs seize drugs worth over RM560,000 in tea packets at KK Airport","KOTA KINABALU: Customs officials have seized over half a million ringgit worth of drugs from luggage at the Kota Kinabalu International Airport arrival hall, and are on the hunt for its owner."
510,28 Feb 2018,KLCI ends volatile February on a downbeat note,"KUALA LUMPUR: Blue chips ended the volatile February on a downbeat note, tracking the cautious key Asian markets, as worries of more rate hikes in the US saw fund managers taking money off the table."
511,28 Feb 2018,"KLCI, Asian markets dip on possible US rate hikes",KUALA LUMPUR: The local equity market slipped back on Wednesday along with other regional markets following US Federal Reserve chair Jerome Powell's indication overnight that there may be a fourth interest rate hike in addition to the expected three for this year.
512,28 Feb 2018,RInggit slips as investors move to safe-haven currencies,"KUALA LUMPUR:  The ringgit extended losses to open lower against the US dollar today, as more investors shifted interest towards safe-haven currencies and after new US Federal Reserve Chair, Jerome Powell, hinted at further interest rate hikes this year, dealers said."
513,28 Feb 2018,"Malaysian palm oil price touches six-week high, tracking gains in US soyoil","KUALA LUMPUR: Malaysian palm oil futures rose to a more than six-week high on Tuesday before paring gains, but still ended higher for a third straight session supported by strength in rival edible oils."
514,28 Feb 2018,I-Bhd charts strong financial performance,"PETALING JAYA: Property developer I-Bhd posted a set of strong financial results for the financial year ended Dec 31, 2017 and for the fourth quarter while recording unbilled sales of RM274mil at end-2017"
515,27 Feb 2018,"KLCI continues flirting with 1,880-point level","KUALA LUMPUR: Banking stocks such as Hong Leong Bank, Hong Leong Financial Group and CIMB Group underpinned the FBM KLCI firm performance on Tuesday."
516,27 Feb 2018,I-Bhd charts strong financial performance in FY17,"KUALA LUMPUR: Property developer I-Bhd posted a set of strong financial results for the financial year ended Dec 31, 2017 and for the fourth quarter and recorded unbilled sales of RM274mil at end-2017."
517,27 Feb 2018,Banking heavyweights lead KLCI higher,KUALA LUMPUR: The local bourse rose in Tuesday morning trade with banking stocks leading the benchmark FBM KLCI amid a strong earnings season.
518,27 Feb 2018,Ringgit boosted by recovering oil prices ,"KUALA LUMPUR: The ringgit extended gains from yesterday to open higher against the US dollar today, as more investors shifted towards emerging currencies, prompted by the recovery in crude oil prices, dealers said."
519,27 Feb 2018,Bumi Armada’s FY17 core earnings slightly above forecast,KUALA LUMPUR: Bumi Armada’s FY17 core net profit of RM322mil was 5.5% higher than CIMB Equities Research’s expectation and 2.5% above consensus due to lower-than-expected 4Q depreciation charge.   
520,27 Feb 2018,Malaysian palm oil price up to 2-week top on stronger demand,"KUALA LUMPUR: Malaysian palm oil futures hit a two-week high on Monday evening, recording a second straight session of gains, as rising demand for palm and gains in rival oilseeds supported the market"
521,27 Feb 2018,MCIL sees tougher times for its publishing ops,"PETALING JAYA: Media Chinese International Ltd (MCIL), which has five daily newpapers in 11 editions and three free newspapers, warns of tougher times ahead for its publishing and printing business."
522,26 Feb 2018,Ex-Perodua employee pleads not guilty to 311 charges of unauthorised computer system access,KLANG: A 32-year-old former Perodua employee pleaded not guilty to 311 charges of unauthorised access to the company's computer system. 
523,26 Feb 2018,Maybank IB tops 2017 league tables for global sukuk,KUALA LUMPUR: Maybank Investment Bank (Maybank IB) topped Bloomberg's  2017 League Tables for Global Sukuk and Asean Loan Syndication (by Book Runners) and ranked second in ASEAN Local Currency Bonds.
524,26 Feb 2018," Pullback on Genting stocks weighs on KLCI, banks climb",KUALA LUMPUR: Late selling of Genting pushed the FBM KLCI into the red at the close of trade on Monday though several banks saw positive interest.
525,26 Feb 2018,"Banks lift KLCI higher, oil prices highest in 3 weeks","KUALA LUMPUR: The FBM KLCI retraced some gains seen during the early morning session to enter midday just 1.22 points higher at 1,862.72 points."
526,26 Feb 2018,Ringgit higher against US$ on renewed interest on emerging currencies,"KUALA LUMPUR: The ringgit slightly rebounded to be higher against the US dollar early Monday, on renewed interest on the emerging currencies, said dealers."
527,26 Feb 2018,Affin Hwang Research raises FGV 12 month target price to RM2.26,KUALA LUMPUR: Affin Hwang Capital Research has raised its target price for Felda Global Ventures Holdings Bhd (FGV) from RM2.09 to RM2.26 and kept its Buy call.
528,26 Feb 2018,CIMB Research sees tepid growth for auto sector,"KUALA LUMPUR: CIMB Equities Research forecasts a tepid 2% growth in total industry volume (TIV) for the automobile sector in 2018, driven by stronger sales in the passenger vehicle (PV) segment from both domestic (+2%) and foreign (+3%) brands. "
529,26 Feb 2018,Nilai a far cry from its quiet past,"AS ONE of the most rapidly developing towns in the country, Nilai in Negri Sembilan is witnessing its skyline transform quickly due to the in pouring of investments."
530,24 Feb 2018,Shahrir: FGV back on the right track,"JOHOR BARU: Felda Chairman Tan Sri Shahrir Samad is happy that that Felda Global Ventures (FGV) is back on the right track and hopes that the dividend yield to investors will also continue to improve, along with its profits."
531,24 Feb 2018,"Malaysian palm oil price hits two-week top on stronger rival oils, firm export demand","KUALA LUMPUR: Malaysian palm oil futures rose over 1 percent on Friday evening, rising to a two week high, backed by gains in related edible oils such as soyoil on the U.S. Chicago Board of Trade, and as export demand remains firm."
532,24 Feb 2018,Global Foreign Exchange Market,"THE dollar continued its losing streak this week, sliding against a basket of major currencies by 0.52% to a three-year low of 90.498 due to the euro’s rally, mixed bag of data and concerns of a possible US government shutdown."
533,23 Feb 2018,Banks lift KLCI to higher close,"KUALA LUMPUR: Public Bank's fresh record earnings saw investors piling into the stock and sent it to the highest ever on Friday, and following closely were Maybank and CIMB."
534,23 Feb 2018,FGV's earnings jump 350% to RM143.7m in FY17,"KUALA LUMPUR: Felda Global Ventures Holdings Bhd's (FGV) earnings jumped 356% to RM143.73mil in the financial year ended Dec 31, 2017 from RM31.46mil in FY16, underpinned by a strong performance from the plantation and logistics & others (LO) sectors. "
535,23 Feb 2018,"KLCI led higher by Public Bank, IHH",KUALA LUMPUR: The local bourse returned to a positive performance on Friday following the previous session's mild pullback as the announcement of earnings results from Corporate Malaysia picked up pace.
536,23 Feb 2018,Ringgit rebounds against US$ after 3 consecutive days of losses,KUALA LUMPUR: The ringgit rebounded higher against the US dollar early Friday on a technical correction after three consecutive days of losses.
537,23 Feb 2018,"Unisem FY17 net profit below forecast, says CIMB Research",KUALA LUMPUR: Unisem’s FY17 net profit came in at 6% below CIMB Equities Research’s forecast and was 7% below Bloomberg consensus expectations due to wider-than-expected forex losses and lower average selling prices (ASP) from older packages. 
538,23 Feb 2018,Malaysian palm oil price pares gains on less than expected output drop,"KUALA LUMPUR: Malaysian palm oil futures fell on Thursday evening, ending the day slightly weaker after posting gains at noon, as market sentiment turned bearish on a less than expected drop in output."
539,23 Feb 2018,Bogus dental op by three women smashed,KUALA TERENGGANU: Health authorities here smashed a bogus dental operation after they caught two young women illegally attending to patients during a raid.
540,22 Feb 2018,"Indonesian woman accused of Kim Jong Nam's murder was 'paid to fly to Macau', his home in exile","KUALA LUMPUR (Reuters) - A woman accused of poisoning the North Korean leader's half-brother, Kim Jong Nam, at a Malaysian airport had been paid to fly to Macau, Kim's home at the time, just days before the killing took place, her lawyer told a court on Thursday."
541,22 Feb 2018,Unisem FY17 earnings dip to RM159m as Q4 weighs,"KUALA LUMPUR: Chipmaker Unisem (M) saw its earnings for FY17 dip 1.7% to RM159.46mil from a year ago, due to lower profit margins arising from change in product mix as well as the recognition of foreign exchange (forex) losses."
542,22 Feb 2018,Tender for ECRL infrastructure works to be opened in April,"BENTONG: Tender for the East Coast Rail Link (ECRL) infrastructure works, valued at several billion ringgit, will be opened in April in stages."
543,22 Feb 2018,"Hong Leong Bank, MISC weigh on KLCI but Public Bank jumps",KUALA LUMPUR: Blue chips closed slightly lower on Thursday on profit taking of Hong Leong Bank and MISC but helping to shore up the FBM KLCI was Public Bank after its record FY17 earnings.
544,22 Feb 2018,Sime Darby Plantation posts 34.5% higher earnings of RM477m in Q2,"KUALA LUMPUR: Sime Darby Plantation Bhd posted a net profit of RM477mil for its second quarter ended Dec 31, 2017, which was up 34.5% from a year ago due to higher contribution from Upstream Malaysia and reduced finance costs from lower borrowing."
545,22 Feb 2018,"KLCI, Asian markets move lower amid fresh concerns of Fed hikes",KUALA LUMPUR: The local market saw some investors opting out as regional markets fell over renewed concerns over US interest rate hikes.
546,22 Feb 2018,"Foreign investors bought RM4.5b more bonds in January, says RAM","KUALA LUMPUR: Foreign investors increased their holdings of Malaysian bonds by RM4.5bil in January, raising the value of foreign bond holdings to RM211.2bil (+2.2% on-month), says RAM Ratings. "
547,22 Feb 2018,Ringgit weakens on US bond yield concerns,KUALA LUMPUR: The ringgit opened lower against the US dollar for the third consecutive day on US interest rate normalisation concerns.
548,22 Feb 2018,"MIDF Research retains Neutral on MSM, TP RM4.09",KUALA LUMPUR: MIDF Research is retaining its Neutral outlook for sugar refiner MSM Malaysia Holdings Bhd with an unchanged target price of RM4.09.
549,22 Feb 2018,MSM slips into the red in FY17,"PETALING JAYA: It was no sweet ending for refined sugar producer MSM Malaysia Holdings Bhd, which swung into the red in the financial year ended Dec 31, 2017 (FY17) with a net loss of RM32.57mil as compared to a net profit of RM120.72mil in the previous year."
550,21 Feb 2018,"DRB-Hicom, MBSB in focus, retail investors net buyers",KUALA LUMPUR: DRB-Hicom and Malaysian Building Society Bhd (MBSB) rose in active trade on Wednesday ahead of the release of their much improved earnings amid the recent corporate exercises.
551,21 Feb 2018,Most Asian currencies weaken as rising yields boost dollar,"BENGALURU: Most Asian currencies edged lower on Wednesday as the dollar was bolstered by rising U.S. Treasury yields and optimism ahead of Federal Reserve’ last policy meeting minutes, to be released later in the day."
